,text,num_words,tag
5041,"The Power is the debut studio album by Australian pop singer Vanessa Amorosi, released on 3 April 2000 on CBK Produktions and Transistor Music Australia.",25,comp_sent
5044,"Vexillum gruneri is a species of small sea snail, marine gastropod mollusk in the family Costellariidae, the ribbed miters.",19,comp_sent
5047,"Beauty on Parade is a 1950 American drama film directed by Lew Landers and starring Robert Hutton, Ruth Warrick and Lola Albright.",22,comp_sent
5051,"When her aunt died three years later, leaving Williams an inheritance of $10,000, she returned to Rhode Island and built a cottage for herself and her daughter in Johnston.",29,comp_sent
5053,"Jordan Arley Parra Arias is a Colombian road and track cyclist, who currently rides for Colombian amateur team Soñando Colombia.",20,comp_sent
5054,"The Challenge ProMode project was created by Richard Hoony Sandlant in May 1999, following the release of Q3Test, the beta version of Quake III Arena.",25,comp_sent
5058,"Khmelnytskyi Oblast has a total of 13 cities, with six of them governed under the oblast's jurisdiction , Khmelnytskyi Oblast has a total of 24 urban-type settlements.",27,comp_sent
5063,"Every NSS release is backward-compatible with previous releases, allowing NSS users to upgrade to new NSS shared libraries without recompiling or relinking their applications.",24,comp_sent
5067,"Its effective temperature is 10,500 K and its age is estimated to be at most 350 million years.",18,comp_sent
5070,"The port processes thousands of cruise-ship passengers of the following cruise line: many of whom take arranged buses to inland destinations as Florence, Pisa and Siena.",26,comp_sent
5071,"The website's critics consensus reads: Infinitely Polar Bear handles its thorny themes with a somewhat troublesomely light touch, but Mark Ruffalo's complex performance keeps the drama solidly grounded.",28,comp_sent
5077,"Investigators discovered that the aircraft was the subject of a large number of maintenance discrepancies filed by pilots , depending on country and type of aircraft — at which the aircraft is ascending or descending.",35,comp_sent
5079,"The Heretaunga electorate was urban and was based on Heretaunga, a suburb of Upper Hutt in the northern Hutt Valley.",20,comp_sent
5081,"It is a 2+1⁄2-story wood-frame house, five bays wide, with a side-gable roof, twin end chimneys, and a central entrance with flanking sidelights.",23,comp_sent
5085,"He returned to the United States in December 1927, and became an instructor with the 104th Engineers, a unit of the New Jersey National Guard.",25,comp_sent
5089,"To satisfy the needs of parents and help hinder overcrowding, a third branch, a Girls' school, was established in September 1967.",21,comp_sent
5090,"It is a scenic river with pools, rapids, an extensive tropical forest.",12,comp_sent
5100,"In May 1940, refugee Knudsen serendipitously encounters De Freycinet at the train station.",13,comp_sent
5102,"Fulnek was probably founded by the lords of Lichtenburk, who received this land from King Ottokar II of Bohemia.",19,comp_sent
5104,"Cándido Antonio Chicho Sibilio Hughes He moved to Spain in February 1976 and acquired Spanish citizenship roughly a year later, on 16 June 1977.",24,comp_sent
5106,"Jack Dyer had suggested the move, on the basis of his own experience with a similar sort of knee injury, Dyer argued that, of all the positions on the field, full-back was the best for Swift, because he would have almost all of his play in front of him, and almost all of his running would be straight ahead, with a minimum of turns and sideways movement.",67,comp_sent
5108,"In the 2020 census, the population of Panganiban was 9,713 people,  with a density of 120 inhabitants per square kilometre or 310 inhabitants per square mile.",26,comp_sent
5112,"Sometimes, instead of the sloping shelf, a padded arm rest will be provided.",13,comp_sent
5114,"And, a politically committed actor, he played the role of the principal of a primary school confronted with social problems in Ça commence aujourd'hui, again directed by Tavernier, in 1998.",30,comp_sent
5115,"Mohammad Reza Tarshati Tehrani , nicknamed Salim was an Iranian poet and one of the Persian-speaking poets of the Mughal Empire.",21,comp_sent
5119,"Salo Grenning, pen name Pedro was a Norwegian illustrator.",9,comp_sent
5121,"In those flyers, Niinistö is presented as the horror of worker, whereas SAK-supported Halonen is like a worker's dream.",19,comp_sent
5123,"Upon the constable's return, Lee was found sitting beside the jail, with no physical damage to the door or lock.",20,comp_sent
5124,"This ward stretches south with a total population at the 2011 census of 1,856.",14,comp_sent
5126,"Diagnosis of Down syndrome in the foetus is one of the most common reason given for abortion of fetuses in the UK, and it is feared that screening for this will lead to more abortions.",35,comp_sent
5129,"In a 2012 article from Radio Free Asia, it was reported that according to family sources and local authorities, Islam Urayim, then 32, a native of Uqturpan County who had been deported to China on December 19, 2009 despite seeking asylum in Cambodia, had been sentenced to life in prison.",50,comp_sent
5130,"NFL Quarterback Club '99, released in November 1998, developed by Iguana Entertainment and published by Acclaim Entertainment for Nintendo 64, is one of the first sports games to work with the Expansion Pak.",33,comp_sent
5133,"After World War II, some GAL activity continued, including production of sections of Fairey Spearfish, and conversion of de Havilland Mosquitos for use as target tugs.",26,comp_sent
5135,"Kayserling was born in Hanover, and was the brother of writer and educator Simon Kayserling.",15,comp_sent
5139,"The partners decided to start initially with reprints of dead authors, as if a new book became a best-seller the firm would not have paper for a reprint and the author might leave.",33,comp_sent
5143,"Pseudhapalopus is a monotypic genus of Bolivian tarantulas containing the single species, Pseudhapalopus aculeatus.",14,comp_sent
5144,"Samuel, Manuel Cabanchik is an Argentine philosopher, academic and politician.",10,comp_sent
5148,"This meant it was very light, weighing only 400 kg , at Oulton Park in 1966, and also scored 8 podium finishes, and clinched 1 pole position.",27,comp_sent
5154,"The Verbenaceae , the verbena family or vervain family, is a family of mainly tropical flowering plants.",17,comp_sent
5155,"It is a blissful state of existence of a soul, attained after the destruction of all karmic bonds.",18,comp_sent
5157,"Walking past old paintings and statues, guests are ushered into the library, which houses the hotel's collection of books, and antiques.",21,comp_sent
5158,"The Payaguá, inhabited the islands and shores of the Paraguay River, mostly north of the city of Asunción, but their travels took them as far north as the present-day city of Cuiabá, Brazil and as far south as present-day Argentina, a distance of 1,600 kilometres.",45,comp_sent
5159,"Developed in a partnership between Donald Trump and SIMDAG, a Tampa-based development company, construction of the towers was never started due to the economic collapse of the real estate market.",30,comp_sent
5160,"Bactris gasipaes, like most sea-island palms, grows erect, with a single slender stem or, more often, several stems that are up to eight inches of the fruit can be red, yellow, or orange when the fruit is ripe, depending on the variety of the palm.",45,comp_sent
5162,"Hager was born in New Milford, Pennsylvania in 1874 and began studying violin at 8 years old.",17,comp_sent
5164,"Emerson High School was a public high school located in Union City, in Hudson County, New Jersey, United States, serving students in ninth through twelfth grades as part of the Union City Board of Education.",35,comp_sent
5166,"It was shot over an exhausting three-day period on a set with fog machines, lighting, and fire sources.",18,comp_sent
5167,"He began playing volleyball at the age of 16 in the local club, River Plate.",15,comp_sent
5168,"The player can also dash by pushing the joystick left or right twice, increasing the momentum of an offensive throw.",20,comp_sent
5170,"Laessle studied art at several institutions: Spring Garden Institute in 1894; Drexel Institute 1894-1895, where he studied under Thomas Eakins; and the Pennsylvania Academy of the Fine Arts, where he studied under Thomas Anshutz and Charles Grafly.",37,comp_sent
5174,"Der Deutsche Michel is a figure representing the national character of the German people, rather as John Bull represents the English.",21,comp_sent
5177,"His first work in 1900 was the Bard music shop on Kossuth Lajos street, finished in 1900.",17,comp_sent
5178,"King George V, accompanied by Haig, made a triumphant passage through Montreuil on his way to Paris on 27 November 1918.",21,comp_sent
5180,"The 12-inch single was also available on a one-sided cassette tape with the following track listing: Some later issues of the CD In Visible Silence, most notably the US version, include the single version in place of the original version, which did not include the Max Headroom vocals.",48,comp_sent
5182,"Cauda equina syndrome should be investigated in case of saddle anesthesia, loss of bladder or bowel control, or leg weakness.",20,comp_sent
5183,"With the exception of a few cello sonatas, much of Berteau's work has been lost.",15,comp_sent
5186,"Randell of Seattle, Washington and built in 1901, it is one of the oldest buildings in the city.",18,comp_sent
5188,"Steel of the New York engineering firm Abbott and Merkt, and prominently located on New York Avenue in Ivy City, it served as the central warehouse for The Hecht Company from its construction in 1937 and expansion in 1948.",39,comp_sent
5190,"The manor was owned by lieutenant-general Pyotr Lunin, who dedicated his life to his military career.",16,comp_sent
5191,"Vercher described the lyrics favorably, saying that they contained vivid and emotive imagery without becoming overwrought and that  In Color debuted at number 57 on the Hot Country Songs chart dated April 19, 2008.",34,comp_sent
5194,"Naoko Ogigami (荻上 直子, Ogigami Naoko, born 1972 in Chiba Prefecturea Ogigami attended Chiba University's Image Science program with an initial interest in photography and learning the science of creating images.",31,comp_sent
5195,"Jakob's half-brother is actor Jonas Hoff Oftebro , the son of Nils Ole Oftebro and Anette Hoff.",17,comp_sent
5197,"Johnny, whose father died in the fire attack, has filed a case against the criminals.",15,comp_sent
5201,"In summer 1890 O'Neil led the expedition and reached the summit of the southern peak on September 22, 1890.",19,comp_sent
5202,"There have been many extensions to the original structure, with the art gallery opening in 1960, the additional of the Southland Astronomical Society Observatory in 1972, extensions to the building in 1977 and 1984, and a total redevelopment in 1990.",40,comp_sent
5207,"F1 has been deprived of the best of Nelsinho and it is to  On 15 October 2009, Felipe Massa was reported as saying he was certain Alonso was involved in the scandal, adding, Without a doubt he knew it.",39,comp_sent
5208,"While on Mars, the twins buy their brother Buster a native Martian creature called a flat cat, which produces a soothing vibration, as a pet.",25,comp_sent
5212,"In mid-August, she returned to Purvis Bay to resume escort work in the Solomons until 13 October when she sailed for Manus and another tour with the 7th Fleet.",29,comp_sent
5217,"Massa is credited with five published maps of Russia and its provinces, the last ones compiled around 1633, and two maps of Moscow city, including the schematic account of the 1606 battle between Vasily Shuysky and Ivan Bolotnikov's armies.",39,comp_sent
5218,"High Priestess of Soul is a studio album by jazz singer, pianist and songwriter Nina Simone.",16,comp_sent
5219,"On 5 January, a national anti-corruption protest themed New Republic New Malta, organised by Repubblika, Occupy Justice and Manuel Delia, took place in Valletta.",24,comp_sent
5220,"Ipomopsis longiflora, common name flaxflowered gilia or flaxflowered ipomopsis, is a plant.",12,comp_sent
5221,"A former motocross rider, he debuted in the World Enduro Championship in 2008 with Husqvarna, where he placed fifth.",19,comp_sent
5222,"Wright was booed during Miami's 17-10 homecoming loss to Virginia Tech, a game in which he threw two critical interceptions and played what was viewed as the worst game of his career.",32,comp_sent
5223,"However, Lin Beixing's sweet dream was dashed by a boy called Zhang Wansen.",13,comp_sent
5226,"He could only represent the C and B teams over a four-year spell, the latter in the third division.",19,comp_sent
5227,"With the Icelandic national handball team, he competed at two Olympics, winning the silver medal at the 2008 Olympics.",19,comp_sent
5228,"WarnerTV Comedy features the German first-runs of the comedy series Parks and Recreation, Web Therapy, Girls and Hot in Cleveland as well as the drama series Pretty Little Liars, Parenthood and Unforgettable.",32,comp_sent
5230,"It has four male and many female forms, the females being highly polymorphic and many of them being mimics of unpalatable butterflies.",22,comp_sent
5231,"When a Mormon band plundered and burned the Taylor home, one young Mormon, Benjamin F Johnson, argued his fellow vigilantes into leaving a horse for a pregnant Mrs Taylor and her children to ride to safety.",36,comp_sent
5232,"This summary is based largely on the summary provided by the Congressional Budget Office, as ordered reported by the House Committee on Veterans’ Affairs on August 1, 2013.",28,comp_sent
5233,"It is immediately distinguishable from all other Temnora species with yellow on the hindwing upperside in that this colour is restricted to the basal third of the wing, not extending beyond the apex of the discal cell.",37,comp_sent
5234,"The Revolution of 1772 also known as The Bloodless Revolution was a Swedish coup d'état performed by king Gustav III of Sweden on 19 August 1772 to introduce a division of power between the king and the Riksdag of the Estates, resulting in the end of the Age of Liberty and the introduction of the Swedish Constitution of 1772.",59,comp_sent
5236,"Jason then says an emotional farewell to Bart, Sinead and Tilly Evans and all his family.",16,comp_sent
5238,"This puts Gracie at odds with the FBI, who are unwilling to lose their mascot and are unsure if she's still up to the task.",25,comp_sent
5239,"After the end of the Australian group in 1984, the magazine continued until March 1987 in support of a more general non-party nationalist cause.",24,comp_sent
5241,"In September of that year, she and the other members of Brown Eyed Girls left their agency Nega Network.",19,comp_sent
5243,"Burman was born at Utrecht, the son of Franz Burmann and Maria, daughter of Abraham Heidanus.",16,comp_sent
5246,"Such negative characteristics included being unashamed, inactive, isolated, leisurely and we’re the absence of virtus; placing dignitas into a static, frozen state.",22,comp_sent
5248,"In Chinese, 天園 , meaning Celestial Orchard, refers to an asterism consisting of Upsilon² Eridani, Chi Eridani, Phi Eridani, Kappa Eridani, HD 16754, HD 23319, Theta Eridani, HD 24072, HD 24160, Upsilon⁴ Eridani, Upsilon³ Eridani and Upsilon¹ Eridani.",38,comp_sent
5250,"In 2016, the mufti of a madrassa in Pakistan issued a fatwa against Khan after she posted pictures of herself to Facebook wearing a bikini with a hijab, with another photo of herself in a burkha, after which her Facebook account was blocked.",43,comp_sent
5251,"Within the main shopping area in Hailsham, as indicated in the Hailsham & Hellingly Masterplan, the Council aims to improve the quality of shopping facilities.",25,comp_sent
5253,"Therefore, four other inmates are chosen and none of them has any complaints.",13,comp_sent
5256,"Eve's professional and personal lives start to unravel when her intelligent but disturbed sister Maddie, a doctoral student who Eve believes to be a kleptomaniac, is arrested for repeated shoplifting.",30,comp_sent
5258,"For the 2nd Critics' Choice Television Awards, the series received five nominations for Best Drama Series, Best Actor in a Drama Series.",22,comp_sent
5260,"It was revealed to use the Xe-HPC variant of the architecture Intel officially announced the successor to Ponte Vecchio, GPU codenamed Rialto Bridge on May 31, 2022.",27,comp_sent
5262,"The Shakin' Pyramids is a compilation album from the Scottish Neo-Rockabilly group The Shakin' Pyramids, released shortly after the group's disbandment in 1983 by Rock 'n Roll Records, a Scotti Brothers Records subsidiary.",33,comp_sent
5263,"These awards seek to recognize work of any distinction, and is given for distinguished and exceptional achievements/service in all fields of activities/disciplines, such as art, literature and education, sports, medicine, social work, science and engineering, public affairs, civil service, trade and industry, etc.",43,comp_sent
5264,"According to Julia Farley, curator of British and European Iron Age collections of the British Museum, This unique find is of international importance.",23,comp_sent
5265,"However, the drummer sees the back-stage goings-on, and pushes on the button that opens the curtains, so that the audience sees the Cheat-O-Rama 3000 machine and the host preparing to drive away with the prizes.",35,comp_sent
5267,"Flower was developed as a spiritual successor to Flow, a 2006 Flash game created by Jenova Chen and Nicholas Clark while the two were students at the University of Southern California.",31,comp_sent
5268,"His mother Myat Phaya Galay has been handed over the defunct throne of Burma with a contract while her mother Supayalat was still alive, meaning her eldest son was considered heir to the throne.",34,comp_sent
5269,"Retrospectives of his work were held at the Tate Gallery, London in 1972, in Edinburgh, Dublin and Belfast in 1986, by the Irish Museum of Modern Art, Dublin in 1998.",30,comp_sent
5272,"Cyrtomium fortunei, also known by its common name Fortune's holly-fern, is a species from the genus Cyrtomium.",17,comp_sent
5274,"In 1991, Finland instituted proceedings before the International Court of Justice against Denmark, which was planning to build a fixed traffic connection over the Great Belt , including a bridge that Finland alleged would prevent the passage of certain ships to and from Finland: Finnish-built mobile offshore drilling units would be unable to pass beneath the bridge.",57,comp_sent
5275,"The median home sale price in Upton in 2004 was $28,054.",11,comp_sent
5276,"For maximum utility a second seat with dual control could be fitted instead, the aircraft then able to perform as a trainer.",22,comp_sent
5281,"In January 2007, Bozzo attempted to enter the Spanish TV market through Spain's Telecinco, but once some executives saw pilots of the program, a proposal for a new Bozzo show was canceled.",32,comp_sent
5283,"Political parties and committee members would also be able to put forward candidates, who would need the support of one-eighth of the committee to enter in the election with universal suffrage.",31,comp_sent
5286,"Poalei Agudat Yisrael won only one seat in the 1977 elections, and he entered the Knesset alone.",17,comp_sent
5287,"Seventeen cyclists, thirteen men and four women, represented France in 1984.",11,comp_sent
5289,"It usually receives the posterior intercostal veins from the 4th, 5th, 6th, 7th, and 8th intercostal spaces between the left superior intercostal vein and highest tributary of the hemiazygos vein; the left bronchial vein sometimes opens into it.",38,comp_sent
5290,"In the episode Live Bait, in a flashback set hours after the prison attack, a depressed Governor does not try to stop a walker from killing him, forcing Martinez to shoot it.",32,comp_sent
5294,"Eddy Company complex adjacent to the Chaudière Falls, from which the bridge gets its name.",15,comp_sent
5296,"While an undergraduate, Reynolds met collaborator Jason Griffin, who became his roommate.",12,comp_sent
5297,"Oakley is a historic home and farm located near Upperville, Fauquier County, Virginia.",13,comp_sent
5298,"Following the surrender of the United States Army Forces in the Far East to the Japanese Imperial Army, he went back to Cebu and served under the command of Col.",30,comp_sent
5301,"Juneda is a village in the province of Lleida and autonomous community of Catalonia, Spain.",15,comp_sent
5312,"He was survived by his second wife, Meredith, a former CIA officer, and their three children, and two sisters, one a nurse in Arkansas.",24,comp_sent
5313,"The series' star, Bruce Boxleitner, is the former husband of Ogilvy's second wife, actress Kathryn Holcomb.",16,comp_sent
5316,"He also contributed to the Revue française and the Revue des deux Mondes, of which he was one of the main editors, as well as to the Journal des savants.",30,comp_sent
5322,"She made her debut for the Italian national team in October 2011, in a 0–9 win over Macedonia where she scored a hat-trick.",23,comp_sent
5331,"The municipality contains a small part of the Baixada Maranhense Environmental Protection Area, a 1,775,035.",15,comp_sent
5333,"It was reported in the Belgian media that their accusations focused on allegations of Van Avermaet's use of the corticoid Diprophos, and Vaminolact, a fortified baby food which is banned from being injected.",33,comp_sent
5334,"Soldiers of Fortune is the eighth studio album by American southern rock band Outlaws, released in 1986 , and the first with original guitarist Henry Paul since 1977's Hurry Sundown.",30,comp_sent
5339,"Graeme Tuckett from Stuff wrote the performances and writing are universally strong, the camera work, sound and especially the editing are excellent and the storytelling is clear and sharp.",29,comp_sent
5340,"In 1955, the Ramoses were able to acquire a lot owned by the Guerrero family, where they erected the nine-story Albercer Building in 1963 which was named after Alfredo, Benjamin, and Cecilia, where a National Book Store was hosted.",39,comp_sent
5343,"When the Pentagon discovers Hyde obtained foreign backing to continue his experiments, they send in a strike team to save Tanner and Barbara and stop Hyde.",26,comp_sent
5345,"The Roger Bannister running track, also known as the Oxford University track, is a 400-metres athletics running track and stadium in Oxford, England.",23,comp_sent
5349,"She is known for her roles on television, such as Celia Ortega on the CBS daytime soap opera As the World Turns, Jasmine on the ABC Family series The Nine Lives of Chloe King, Gloria Cruz on Lifetime's Army Wives, Teresa on Showtime's Ray Donovan, Dariela Marzan on the CBS series Zoo, and Officer Angela Lopez on the ABC series The Rookie.",62,comp_sent
5351,"In the 2013 election he switched seats at both state and federal levels, contesting and winning Chennah in the legislative assembly and Seremban in the federal parliament.",27,comp_sent
5353,"The name comes the neighbouring Passo delle Saline, a mountain pass which was used in the past by marchants in order to bring into the Po Plain the salt produced by the Mediterranean sea.",34,comp_sent
5354,"Over time the parish of Santa Maria Madalena was extinguished, and its lands divided into the remaining authorities.",18,comp_sent
5355,"World War I's impact on colleges in the country, and the Spanish flu pandemic of 1918 eliminated most of that year's scheduled college football games.",25,comp_sent
5357,"The couple received a papal dispensation for their marriage, which was dated 1 May 1327.",15,comp_sent
5363,"For every 100 females age 18 and over, there were 94.",11,comp_sent
5366,"An atmospheric river developed between the two systems, resulting in record-shattering rains and flooding across North and South Carolina.",19,comp_sent
5367,"Lord Butler Leisure Centre is located on Peaslands Road and includes a pool, gym and sports injury clinic.",18,comp_sent
5369,"In 1958, on the initiative of Father Kazimierz Makarska, it was rebuilt on the basis of the plans from 1370.",20,comp_sent
5370,"Bela odhneri is an extinct species of sea snail, a marine gastropod mollusk in the family Mangeliidae.",17,comp_sent
5371,"Power was provided by ten Normand boilers venting through three funnels which fed two 4-cylinder triple-expansion steam engines rated at 98,000 shaft horsepower.",23,comp_sent
5373,"Like all Canadian coins, the obverse depicts the reigning Canadian monarch at the time of issue.",16,comp_sent
5376,"The music video for Meet You There  was released on May 25, 2016.",13,comp_sent
5378,"Parking for Table Rock House was originally on the river side of the building which, due to the increased use of the automobile, became a hindrance.",26,comp_sent
5384,"After being denied broadcast licenses on two occasions by South Africa's broadcast regulator, the station launched as an illegal pirate radio station on April 25, 1993, Due to bureaucratic difficulties surrounding the country's transition to democracy, however, the station only received yearly temporary license renewals until being granted its first permanent broadcasting license in 2002.",55,comp_sent
5386,"According to the 2020 census, it has a population of 18,786 people.",12,comp_sent
5387,"The Isapur Buddha from Mathura, probably the earliest known representation of the Buddha , on a railing post, is dated to circa 15 CE under the reign of Sodasa.",29,comp_sent
5388,"However, the press officer of the Prime Minister discovers the thieves are actually after politically compromising information deposited by Gonzalo Soriano, a former member of the government who is in a coma after a severe accident.",36,comp_sent
5390,"In 2003, supposedly as an April Fool's joke, the Georgia State House of Representatives introduced a bill making it a .",21,comp_sent
5391,"Sommer was active in initiating the institution of composer's performance rights, and was instrumental in recruiting Richard Strauss to that cause.",21,comp_sent
5393,"In December 2019, the Government of Ontario cancelled the B-line LRT project in favour of providing investment in existing transit services.",21,comp_sent
5397,"CX 44, known as La Catorce 10 , is a Uruguayan Spanish language AM radio station that broadcasts from Montevideo, Uruguay.",21,comp_sent
5398,"This dimer of aniline has various industrial uses, including as a hair dye ingredient, but also has raised concerns about toxicity by skin contact.",24,comp_sent
5399,"From the age of seven, Reriti-Crofts was involved in kapa haka: she was co-tutor of the Māori cultural performance group at the 1974 British Commonwealth Games in Christchurch and was head tutor of a similar group at the 1975 New Zealand Games, also held in Christchurch.",46,comp_sent
5402,"Their daily show covers news stories of interest to the general public, from a female point of view.",18,comp_sent
5404,"A widow, Mistress Smith, was due to be discharged when a document was discovered in her sleeve, containing '.",19,comp_sent
5406,"In 1910, the village had 1,505 inhabitants: 1,453 Romanians and 25 Hungarians.",12,comp_sent
5408,"Not being able to fish anymore Marina she decides to go to work in the salt pan accompanied by her brothers, asking for the same place that her father had.",30,comp_sent
5410,"Shortly before his boxing retirement, Kogon bought a New Haven lunch restaurant on Norton Street.",15,comp_sent
5411,"The movie was filmed in frontline towns of Kurakhove, Marinka and Krasnohorivka.",12,comp_sent
5413,"However, the AIFA folded before the 2011 season began and the Knights did not resume operations Larry Stovall-Moody kicked the first field goal of 46 yards vs Yakima Valley Warriors at the Yakima SunDome in Yakima Washington.",37,comp_sent
5414,"A hotspot's position on the Earth's surface is independent of tectonic plate boundaries, and so hotspots may create a chain of volcanoes as the plates move above them.",28,comp_sent
5417,"Recorded during the Long John Silver tour, Thirty Seconds Over Winterland was the band's second live album, after Bless Its Pointed Little Head.",23,comp_sent
5423,"On May 3, 2015, Bachdim made his first J2 appearance in Consadole Sapporo's 3–0 win over Jubilo Iwata.",18,comp_sent
5424,"The single Plaything peaked at number eight on the Billboard R&B charts, Jackson's highest-charting single since 1984's Centipede.",18,comp_sent
5425,"In astronomy, a transit instrument is a small telescope with extremely precisely graduated mount used for the precise observation of star positions.",22,comp_sent
5429,"The hall was threatened with destruction in December, 2012.",9,comp_sent
5430,"Scenes from Goethe's Faust ', leading him to conclude that Schumann did not conceive the work as a whole, although late nineteenth-century ideas of performance mean that in the modern era the piece is predominantly heard with all three parts.",40,comp_sent
5431,"I really believe if the band was still around, we would make a record at least sonically similar to ASG 3.",21,comp_sent
5433,"The stream runs from its source near Kennington, 2.",9,comp_sent
5435,"In early 1888, Joe Warbrick, a member of the 1884 New Zealand team that toured Australia, At 32, Williams was the oldest player in the team, Williams played in all three of the Natives' international matches while on tour; a victory over Ireland, Williams retired as a player after the tour, but continued to be involved in the game as a referee.",62,comp_sent
5436,"In September 2015 a group of volunteers decided to found the NGO Proactiva Open Arms, funded with 15,000 euros, Spanish and European media echoed the activity of Camps and the NGO in Lesbos, mainly due to their visibility in photos uploaded to the internet.",44,comp_sent
5438,"There was a total of 98 century breaks made during the tournament, the highest of which was a 145 made by Mark Allen in frame four of his second round win over Ken Doherty.",34,comp_sent
5447,"Wolff was added to the WBBM staff in April 1953 as a summer relief, but proved to be too good to lose and quickly became a full-time staff announcer.",29,comp_sent
5449,"Spiny pocket mouse are found in Southern Nevada, and in the islands of the Gulf of California at elevations up to 900 m.",23,comp_sent
5451,"In 2009 he forms Incayavi Aymara Rock Band, crossing rock, jazz and Andean folklore with original poems from the Argentine Northwest.",21,comp_sent
5452,"In 1894, he took up a chair in General and Comparative Phonetics at the École des Hautes Études , and by 1897 had become an assistant director of the school.",30,comp_sent
5455,"It is an erect shrub with fleshy, warty leaves and purple, lilac, violet or white flowers.",16,comp_sent
5463,"While playing for them in the 2004 VPL final, he saved three of four penalties to help Bulleen to victory.",20,comp_sent
5466,"Ruleholme is a small hamlet on the A689 road and the River Irthing, near the village of Irthington, in the City of Carlisle district, in the English county of Cumbria.",30,comp_sent
5467,"Throughout her career, she made various internships for its post-doctorate and as a visitor researcher in American and Canadian universities like Stanford University and the University of Waterloo, and in 1991 she initiated her own research about semiotic engineering, with it creating the SERG in 1996.",46,comp_sent
5468,"In 2009, Claus won the International Peace Prize presented by the Santa Claus Peace Council for his child welfare advocacy.",20,comp_sent
5471,"There are several National Forest campgrounds in the area and it is the transmitter location for Prescott full-service television station KAZT-TV and several low-power television stations serving Cottonwood, Clarkdale, Camp Verde and Prescott Valley.",34,comp_sent
5472,"After the huge success of the previous project with the Upendra–Naganna combination Kutumba, the producer of the film Shailendra Babu announced that his next film would be titled as Jai Ganesha, having the same film troupe.",36,comp_sent
5474,"In April 2015, DOTD accepted proposals for an upcoming design-build project to construct an interchange at the junction of US 90 and LA 318, which is located in St.",29,comp_sent
5475,"Her father was a man of literary tastes, and she was exposed to a lot of poetry at home.",19,comp_sent
5476,"Qsquare is a shopping mall in Datong District, Taipei, Taiwan.",10,comp_sent
5478,"The forewings are dark fuscous, somewhat darker along the costa and greyish externally.",13,comp_sent
5480,"She was a paladin of a conception of mountaineering in its purest sense, free from professionalism and competition, and she petitioned passionately to promote her views.",26,comp_sent
5484,"In September 2020, Meaher State Park was one of eleven Alabama State Parks awarded Tripadvisor’s Traveler’s Choice Award, which recognizes businesses and attractions that earn consistently high user reviews.",29,comp_sent
5486,"Jean spots a man with an electronic device and informs Grant, who enters the passenger cabin to take the suspected individual by surprise, only to find he is merely a diamond thief.",32,comp_sent
5487,"The Honeymoon is a 1917 American silent comedy film directed by Charles Giblyn and starring Constance Talmadge, Earle Foxe and Maude Turner Gordon.",23,comp_sent
5490,"The Leopard was a twin-jet, mid-wing monoplane of composite construction with all-swept flying surfaces and jet fighter-like styling, apart from the podded engines, mounted on each side of the rear fuselage.",31,comp_sent
5491,"It has 5,147 inhabitants, the majority of whom are ethnic Macedonians.",11,comp_sent
5494,"He appeared as Carson Brookhaven in the syndicated comedy series Dusty's Trail for one season, 1973–74.",16,comp_sent
5498,"The sculpture of Guerrero Chimalli is a 50 meters , but the concrete plinth (which is 10 m  Its construction started during the 2009–2012 municipal administration.",26,comp_sent
5501,"By 1900, Europeans produced more than two-thirds of the value of output in agriculture and practically all agricultural exports.",19,comp_sent
5503,"He had already a strong reputation for designing church-run schools, and after the Education Act of 1872 he received at least 450 small commissions to create the numerous small parish schools required in the Act.",35,comp_sent
5506,"Silver's Blue is a studio album by American jazz pianist Horace Silver recorded for the Epic label in 1956 featuring performances by Silver with Joe Gordon, Hank Mobley, Doug Watkins, and Kenny Clarke and another session with Donald Byrd and Art Taylor replacing Gordon and Clarke.",46,comp_sent
5507,"Davidson's earlier decision to stop using the name Dear Nora was a conscious choice to shift away from their early musical style; telling Stereogum that they chose to revive the band name after receiving encouragement from their friend Casey Jarman, a music journalist, and because: I think the main thing for me was that I was getting ready to start sharing music again and wanting to perform and wanting to record and release things, and I think ultimately what it came down to was that enough time had passed and I had separated from all my other judgements about using that band name from before.",105,comp_sent
5509,"The museum allows the visitor to explore the bottle kilns and exhibits the principal ancillary rooms: the engine house, the slip room, saggar making workshop.",25,comp_sent
5511,"Björk brought Nameless back from her 2003 tour, and, with the help of Leila Arab, looped and edited it to create the track Storm.",24,comp_sent
5512,"As of 31 December 2004, it had a population of 3,384 and an area of 20.",16,comp_sent
5515,"In early 1980, the album was reissued in the United States on two 10 discs, one album side per disc, and as a collector's edition with a poster of the band.",31,comp_sent
5519,"Large silt loads are also carried out to sea, some of the silt being deposited as a nutrient rich layer on the sea floor, contributing to the muddy waters that characterise Kakadu's coastline.",33,comp_sent
5522,"Kalesija is a town and municipality located in Tuzla Canton of the Federation of Bosnia and Herzegovina, an entity of Bosnia and Herzegovina.",23,comp_sent
5523,"In December 2010, Ward supported a piece of legislation granting Subpoena Power to the Alabama Ethics Commission.",17,comp_sent
5524,"After his death, she married the artist Léon Bakst.",9,comp_sent
5526,"A number of Deinard's books are bibliophilic curiosities; several were printed in limited editions of 50 or 100 copies, some have survived in only a handful of copies, and one was said to survive in only a single copy.",39,comp_sent
